1.1986346,-0.5893954,0.5679545,-0.56051207,-1.7767982,1.0419284,-1.5199623,0.8394674,-3.3909082,-3.2227864,-0.058145873,-0.65184695,-2.4623682,-2.684102,-3.9936233,-2.739569,-6.478971,-2.4819412,-8.573331,3.4821882
1.5656873,1.4191853,-2.799809,-8.78671,-6.109939,-2.8070521,-4.01528,4.2504153,5.115481,-4.045334,-0.13426425,-10.062967,-2.3010252,3.728108,2.3060248,-6.816478,-4.8706923,-8.029312,-5.1772285,-3.5366416
-3.354518,-2.4243581,-0.74820155,-0.40544078,0.7018802,1.7510648,0.50720847,-1.7433023,-2.9172168,-2.6139917,-1.6531527,-4.983582,-1.8734218,-4.272204,-6.1727195,-6.16086,-7.7730284,-2.9202442,-5.9315434,-7.5947933
0.09694053,0.75406945,-0.13521518,-1.6824151,-1.4202993,-6.335716,1.9181153,-0.117626026,1.3777033,-2.2300887,-1.284046,6.6798253,-2.537292,0.11811875,-5.024966,-7.496541,6.4970193,0.77644646,-1.05144,1.6921288
-1.0330136,-0.13889827,-2.3049307,3.7756822,-1.2942674,-1.9576586,3.156579,-0.26406065,2.0078092,-0.1179332,-1.4120376,2.9232736,-0.5714458,3.425466,-3.898979,-1.8257256,8.468229,1.4757354,1.2514888,-0.37676862
0.06863082,-0.88495284,2.2251706,1.0652658,1.2219495,-0.101959415,0.013735701,-0.85600084,-0.11242642,1.6271523,-3.9031126,-7.4569983,-0.9493895,-1.9557184,1.3299116,-0.5024638,-5.8102,0.06348255,-3.6888769,-5.8591156
-1.7089143,-0.29210865,1.2903091,0.12632088,-0.3635005,7.5277367,-2.2095811,-0.44168293,-2.0922258,-2.6339242,-2.1865413,-2.6260076,-1.6115427,-0.037121996,-1.7716585,-4.4479613,-9.819992,-1.7793572,-6.263861,-9.418389
-1.2417271,0.15916964,-0.24466717,-0.28290576,0.48878714,-0.24627542,0.90979016,-0.849603,6.227761,3.2807899,-0.45022264,-1.3648636,-1.0747252,-0.9746777,-2.1868384,-1.5900648,-3.643416,2.689353,-3.6126761,-1.7874547
-0.21546614,1.3021561,1.9289159,0.76635283,-1.2123628,-2.2574418,0.29955566,-0.5925816,-1.9453343,2.623325,2.96143,2.755702,1.1180772,1.3136913,5.7369413,2.2061343,0.939129,-0.3867143,1.0266148,1.3730736
0.10986414,-3.4762774,-11.404665,-14.713412,-11.6706,-13.798055,-11.507342,-6.5986233,-4.1577296,-8.065638,-7.668033,-0.71869975,-5.8630466,0.8156329,-5.7435822,3.59801,-0.7504497,1.771765,-5.3948774,-0.16188282
0.22960036,0.73561007,1.8156458,1.3390979,0.43655992,-1.1497585,0.27115557,-0.24705073,-1.2703935,0.6407523,-0.16138855,-0.17676872,-1.8768884,-0.38400853,-2.0003195,2.7994835,-0.3676914,3.0198517,1.4396477,-1.6387653
-1.5068216,-3.7254684,-0.36835837,-2.0447743,-3.6962614,-5.3092194,-1.8451127,3.7902138,0.045497056,2.8345373,3.1793563,-1.1735431,-0.33600125,0.06250979,-6.9634256,-3.4761221,3.4919043,0.8837229,4.494365,2.7190263
-1.8717793,0.79737395,-1.0605384,-0.68449366,1.0687451,1.9186469,-0.3389121,0.3391075,-1.355699,-6.101178,-3.2161567,-7.338723,-1.3226582,-6.460276,-3.2838387,-6.9478397,-5.1170664,0.35535368,-9.10478,-9.2345085
-0.28020185,-0.07743993,-2.1783314,-1.4076517,-3.1496346,-3.461379,1.4241468,-2.541966,-5.964832,3.6925924,7.534816,-4.16913,6.7079062,-3.4774663,2.6478012,3.8028347,-4.115563,-2.7629337,-2.9263685,1.0310525
-0.44739932,1.1006062,-1.6392205,-0.5126319,0.5804851,1.7807437,0.45539108,-1.9107747,-3.3248603,0.95119613,-4.1506634,-5.193728,-3.3206365,-1.0104977,-1.6627841,0.5939854,-4.655914,-1.3205034,-0.83996904,-2.3647418
-0.6369531,-0.1965124,-0.051187903,1.3600568,-0.28378433,-0.9030663,1.9765061,-1.217704,-3.0968444,2.0363843,-0.37670133,0.0051554106,1.3072268,-0.3069456,0.87347496,1.6362619,-5.1656733,3.590254,-1.2937386,1.7283005
