1.3144543,-0.6734539,0.5187783,-0.6209,-1.8572974,0.7943765,-2.31235,0.8520766,-3.4127839,-3.7036397,2.6671746,-0.64634913,-2.558274,-2.9077096,-3.9915419,-3.9597876,-4.9562445,-2.516444,-8.660145,4.0768175
1.4622729,0.84958094,-2.6874945,-11.028224,-6.7106986,-3.795108,-3.2641609,5.711741,5.205002,-4.355153,0.3816529,-13.216993,-2.946921,2.640937,1.5264734,-7.2389646,-4.050031,-8.592169,-5.414834,-3.7226126
-3.3575647,-2.422948,-0.74877405,-0.40581718,0.702239,1.7503422,0.5066975,-1.7369787,-2.4034073,-2.6434934,-1.6387253,-4.978533,-1.8622535,-4.5898046,-6.419201,-6.169072,-5.551917,-2.9401908,-5.932927,-7.5946445
-1.1648663,-0.7260543,-2.2716503,0.7109382,-2.3982122,-9.108261,2.7332761,-1.7752163,1.6373184,-3.52953,-0.88166046,8.292115,-6.012462,1.0168643,-5.0495353,-5.207786,10.88613,-0.7481936,-1.1299858,0.7227967
-1.0883137,-1.2609144,-4.6747074,5.2643795,-2.9625044,-0.89980406,3.774053,-0.3423433,2.2526793,-0.3351928,-2.024126,2.4542542,-1.7783343,4.9936843,-3.9674113,-2.070788,8.114253,1.5933188,1.0488555,-0.4920739
-0.0126543585,-1.036569,2.173745,1.1110169,1.1105758,-0.09912193,0.72653866,-0.9534369,-0.37139255,1.4777944,-2.6062315,-8.613949,-1.6021519,-3.162808,1.3377527,-0.6950071,-5.556279,-2.4621506,-3.8963377,-5.4349537
-2.085662,-0.5424533,1.0299091,0.08867151,-0.31672713,6.8871813,-1.7223694,-0.75487524,-2.3506835,-2.6665537,-2.0073476,-0.7283692,-1.6276846,-2.240651,-1.7323964,-4.8248754,-8.362859,-3.1270618,-6.29898,-9.3806305
-1.2449405,0.16682695,-0.2546048,-0.28387314,0.63425285,-0.26274234,0.8388017,-0.88082504,6.740749,3.3337765,-0.4463471,-1.5408486,-1.1174358,-1.2653148,-2.3219457,-1.6610718,-4.2451916,2.700261,-3.6332088,-1.7850411
-0.21629287,1.3035822,1.934813,0.70177627,-1.232551,-2.2178178,0.21457812,-0.5992904,-1.9313627,2.6398242,3.0771463,2.7551994,1.0565698,1.3014148,5.8448744,2.1773612,0.92972064,-0.386446,1.0195785,1.6599648
-0.40350354,-4.776274,-10.554608,-15.626277,-11.582126,-16.289774,-11.851914,-6.341374,-4.2033134,-8.194268,-7.31987,-0.20560221,-5.3269477,0.8298779,-5.790361,3.6291826,-0.25407627,1.6442006,-5.438674,-0.7182268
0.119131394,0.49790615,1.4457481,1.3184645,0.406158,-4.8106117,0.22540188,-0.39022171,-1.368866,0.5324347,0.4093921,5.006877,-2.2522607,-2.155063,-2.0208302,2.6927855,2.4426413,-0.4396495,1.4300728,-1.6423568
-1.7774785,-5.603761,-0.17263123,-3.704804,-4.409111,-3.216943,-2.8226092,4.2988844,-0.11871985,2.974515,4.3259263,-5.165225,-0.36832762,-0.019386698,-7.0374722,-2.4043968,5.694394,-1.3115132,4.647093,2.0005474
-1.8828864,0.8138207,-1.0761033,-0.66817296,1.1009632,1.9216208,-0.36333495,0.14285506,-0.6000605,-6.233913,-3.0951762,-7.338022,-1.1944152,-6.711542,-3.3337977,-7.0485144,-6.2539372,0.39740017,-9.107875,-9.374437
-0.26466042,-0.116345204,-2.5028152,-4.3520765,-3.3868835,-3.6620102,3.9220462,-3.3292007,-5.8804054,3.4822671,7.5745416,-4.301955,7.472614,-3.5688663,2.2427015,4.732224,-5.1463513,-2.7399712,-3.1080358,-0.48087123
-0.44844297,1.1162812,-1.6463933,-0.5073219,0.57751244,1.7746478,0.41530302,-1.966459,-3.4535737,0.81593996,-4.123728,-5.5946646,-3.6228006,-1.1473075,-1.6778225,0.52574956,-6.2060504,-1.3172157,-0.85018194,-2.3281145
-0.6383434,-0.19569229,-0.06664529,1.2183647,-0.32879287,-0.9142491,-0.037829522,-1.2380116,-3.0957515,2.0286288,-0.99939585,-0.2988851,4.285559,-0.41213733,0.828306,1.5738022,-5.471464,3.7476637,-1.4165024,1.7254214
-2.815039,-0.7477036,-2.3521762,2.9594488,6.946968,-2.8806531,-1.0294135,-2.2593982,-6.954436,3.7489746,-3.3277159,-7.4917827,0.06436007,7.4211607,-0.750445,1.9738493,-8.301443,-2.9013326,-4.799683,-0.23355491
-1.6366801,-0.46530893,0.39142185,0.6772556,2.9847145,1.1287327,-1.1044806,-0.93358094,-1.8010297,-2.0579882,-3.2680657,-3.2303991,-0.6461832,-2.7663136,-0.97999257,-2.45402,-7.213484,-0.24573243,-2.6512785,-1.7495703
-0.8439303,0.25755852,1.6070596,0.1956317,4.7804346,-0.95764625,2.3890324,-0.48837227,-2.0322695,-0.4713017,-0.41578606,-1.7280871,-2.2696295,1.4459668,2.1327033,-0.6628131,-0.87377036,-0.7135859,0.8934577,-1.1855763
